order_id,product_id,quantity
AFIH-00611801,511,13
AFIH-00611801,240,21
AFIH-00611801,583,8
AFIH-00611801,468,5
AFIH-00611801,648,16
AFIH-00611801,763,8
AFIH-00611801,17,26
AFIH-00611801,1548,14
AFIH-00611801,1315,34
AFIH-00611801,505,28
AFIH-00611801,1456,19
KJJS-03491897,1405,44
KJJS-03491897,1659,24
KJJS-03491897,329,9
KJJS-03491897,821,40
KJJS-03491897,474,15
KJJS-03491897,566,18
KJJS-03491897,900,15
KJJS-03491897,789,10
KJJS-03491897,315,38
KJJS-03491897,1658,30
KJJS-03491897,1476,7
KJJS-03491897,500,12
KJJS-03491897,624,42
KJJS-03491897,1442,28
KJJS-03491897,491,17
KJJS-03491897,518,21
KJJS-03491897,462,20
KJJS-03491897,1190,9
MIGZ-68487439,1319,32
MIGZ-68487439,1605,5
MIGZ-68487439,881,16
MIGZ-68487439,418,17
MIGZ-68487439,564,24
MIGZ-68487439,714,28
MIGZ-68487439,777,16
MIGZ-68487439,579,4
MIGZ-68487439,433,28
MIGZ-68487439,993,26
MIGZ-68487439,1412,7
MIGZ-68487439,1667,24
MIGZ-68487439,290,12
MIGZ-68487439,1457,17
MIGZ-68487439,1497,32
MIGZ-68487439,899,22
MIGZ-68487439,1001,15
