order_id,product_id,quantity
MWOC-58282587,1032,2
MWOC-58282587,781,16
MWOC-58282587,1548,20
MWOC-58282587,611,14
MWOC-58282587,1596,24
MWOC-58282587,451,17
MWOC-58282587,558,26
MWOC-58282587,771,8
MWOC-58282587,311,14
MWOC-58282587,1286,17
MWOC-58282587,791,14
MWOC-58282587,804,8
MWOC-58282587,1641,20
MWOC-58282587,349,2
AKCM-63134474,1052,22
AKCM-63134474,581,16
AKCM-63134474,1548,21
AKCM-63134474,487,20
AKCM-63134474,251,14
AKCM-63134474,1383,40
AKCM-63134474,814,22
AKCM-63134474,979,24
AKCM-63134474,1545,36
AKCM-63134474,922,42
AKCM-63134474,1601,8
