order_id,product_id,quantity
MQMM-71625676,848,15
MQMM-71625676,1269,30
MQMM-71625676,547,15
MQMM-71625676,831,24
MQMM-71625676,231,7
MQMM-71625676,54,28
MQMM-71625676,1574,2
MQMM-71625676,999,19
MQMM-71625676,1320,32
MQMM-71625676,56,3
MQMM-71625676,1289,3
MQMM-71625676,1268,8
PQHQ-30798505,923,28
PQHQ-30798505,1120,4
PQHQ-30798505,934,22
PQHQ-30798505,777,13
PQHQ-30798505,1072,8
PQHQ-30798505,651,21
PQHQ-30798505,462,10
PQHQ-30798505,80,44
GZCB-45031336,813,20
GZCB-45031336,807,18
GZCB-45031336,934,40
GZCB-45031336,9,42
GZCB-45031336,1546,24
GZCB-45031336,343,3
GZCB-45031336,514,19
GZCB-45031336,1474,17
GZCB-45031336,991,20
