order_id,product_id,quantity
ZOUP-11625318,1381,16
ZOUP-11625318,1592,18
ZOUP-11625318,556,20
ZOUP-11625318,975,24
ZOUP-11625318,628,22
ZOUP-11625318,783,8
ZOUP-11625318,826,10
ZOUP-11625318,1586,9
ZOUP-11625318,685,38
ZOUP-11625318,818,16
ZOUP-11625318,1252,10
ZOUP-11625318,810,42
ZOUP-11625318,1437,18
ZOUP-11625318,1302,11
ZOUP-11625318,667,21
ZOUP-11625318,385,30
ZOUP-11625318,784,14
ZOUP-11625318,513,22
NXSW-23295186,1492,32
NXSW-23295186,1315,44
NXSW-23295186,895,17
NXSW-23295186,593,20
NXSW-23295186,928,24
NXSW-23295186,494,17
NXSW-23295186,553,44
NXSW-23295186,567,18
RCEQ-15223582,614,11
RCEQ-15223582,413,40
RCEQ-15223582,755,20
RCEQ-15223582,824,8
RCEQ-15223582,804,16
RCEQ-15223582,1604,4
RCEQ-15223582,1364,20
RCEQ-15223582,1315,36
RCEQ-15223582,1051,18
RCEQ-15223582,88,9
RCEQ-15223582,852,10
RCEQ-15223582,577,9
RCEQ-15223582,449,13
