order_id,product_id,quantity
TWCP-17420185,1335,16
TWCP-17420185,294,13
TWCP-17420185,792,10
TWCP-17420185,17,38
TWCP-17420185,1273,22
TWCP-17420185,934,20
TWCP-17420185,1357,19
TWCP-17420185,282,26
TWCP-17420185,209,4
TWCP-17420185,954,3
TWCP-17420185,495,22
TWCP-17420185,559,36
TWCP-17420185,1613,11
TWCP-17420185,578,4
TWCP-17420185,826,10
QUYQ-67030878,794,15
QUYQ-67030878,96,38
QUYQ-67030878,858,20
QUYQ-67030878,416,40
QUYQ-67030878,1675,20
QUYQ-67030878,1513,40
QUYQ-67030878,313,42
QUYQ-67030878,1369,15
QUYQ-67030878,617,40
QUYQ-67030878,521,10
QUYQ-67030878,514,19
QUYQ-67030878,461,21
QUYQ-67030878,1099,8
QUYQ-67030878,221,34
QUYQ-67030878,505,18
QUYQ-67030878,167,22
QUYQ-67030878,1476,8
QUYQ-67030878,1479,21
QUYQ-67030878,306,8
