order_id,product_id,quantity
JRMI-66281859,239,42
JRMI-66281859,1546,38
JRMI-66281859,1363,17
JRMI-66281859,1434,38
JRMI-66281859,552,44
JRMI-66281859,750,15
JRMI-66281859,1524,15
JRMI-66281859,1117,5
JRMI-66281859,1442,40
JRMI-66281859,1165,11
RUPO-69674175,688,28
RUPO-69674175,598,14
RUPO-69674175,1479,16
RUPO-69674175,633,12
RUPO-69674175,458,20
RUPO-69674175,1315,18
RUPO-69674175,1589,17
RUPO-69674175,1295,16
RUPO-69674175,1221,8
RUPO-69674175,713,44
RUPO-69674175,997,26
RUPO-69674175,382,32
AGZC-73169058,1485,1
AGZC-73169058,1564,4
AGZC-73169058,627,24
AGZC-73169058,415,18
AGZC-73169058,1209,3
