order_id,product_id,quantity
RUTD-05985447,359,24
RUTD-05985447,78,38
RUTD-05985447,522,34
RUTD-05985447,143,14
RUTD-05985447,361,32
RUTD-05985447,744,13
RUTD-05985447,1051,10
RUTD-05985447,628,26
RUTD-05985447,1546,36
QZSE-76119336,1578,4
QZSE-76119336,828,9
QZSE-76119336,1328,30
QZSE-76119336,1461,36
QZSE-76119336,615,21
QZSE-76119336,968,16
QZSE-76119336,492,10
QZSE-76119336,889,17
QZSE-76119336,1476,6
QZSE-76119336,305,11
QZSE-76119336,654,20
QZSE-76119336,304,21
QZSE-76119336,60,22
RQBH-04902726,865,10
RQBH-04902726,336,7
RQBH-04902726,913,11
RQBH-04902726,1629,21
RQBH-04902726,611,21
RQBH-04902726,1320,18
RQBH-04902726,609,8
RQBH-04902726,1431,2
RQBH-04902726,416,44
