order_id,product_id,quantity
CIKL-65262962,1522,14
CIKL-65262962,1565,15
CIKL-65262962,201,12
CIKL-65262962,183,8
CIKL-65262962,625,38
CIKL-65262962,180,17
CIKL-65262962,280,20
CIKL-65262962,245,20
CIKL-65262962,630,12
CIKL-65262962,1459,38
CIKL-65262962,686,26
FTNR-81877309,1511,19
FTNR-81877309,1637,14
FTNR-81877309,448,9
FTNR-81877309,785,9
FTNR-81877309,266,34
FTNR-81877309,1553,9
FTNR-81877309,1050,6
FTNR-81877309,1233,19
FTNR-81877309,1359,21
FTNR-81877309,837,4
FTNR-81877309,1026,4
FTNR-81877309,269,28
FTNR-81877309,105,10
FTNR-81877309,1613,5
FTNR-81877309,25,26
FTNR-81877309,1463,22
ZUGP-91810341,755,30
ZUGP-91810341,1625,19
ZUGP-91810341,239,22
ZUGP-91810341,640,24
ZUGP-91810341,777,9
ZUGP-91810341,375,26
ZUGP-91810341,1650,10
ZUGP-91810341,1514,34
ZUGP-91810341,2,21
ZUGP-91810341,1019,5
ZUGP-91810341,1370,13
ZUGP-91810341,1259,15
