order_id,product_id,quantity
FDEB-71487438,511,13
FDEB-71487438,240,21
FDEB-71487438,583,8
FDEB-71487438,468,5
FDEB-71487438,648,16
FDEB-71487438,763,8
FDEB-71487438,17,26
FDEB-71487438,1548,14
FDEB-71487438,1315,34
FDEB-71487438,505,28
FDEB-71487438,1456,19
GRCH-73394464,1405,44
GRCH-73394464,1659,24
GRCH-73394464,329,9
GRCH-73394464,821,40
GRCH-73394464,474,15
GRCH-73394464,566,18
GRCH-73394464,900,15
GRCH-73394464,789,10
GRCH-73394464,315,38
GRCH-73394464,1658,30
GRCH-73394464,1476,7
GRCH-73394464,500,12
GRCH-73394464,624,42
GRCH-73394464,1442,28
GRCH-73394464,491,17
GRCH-73394464,518,21
GRCH-73394464,462,20
GRCH-73394464,1190,9
BCMM-97072924,1319,32
BCMM-97072924,1605,5
BCMM-97072924,881,16
BCMM-97072924,418,17
BCMM-97072924,564,24
BCMM-97072924,714,28
BCMM-97072924,777,16
BCMM-97072924,579,4
BCMM-97072924,433,28
BCMM-97072924,993,26
BCMM-97072924,1412,7
BCMM-97072924,1667,24
BCMM-97072924,290,12
BCMM-97072924,1457,17
BCMM-97072924,1497,32
BCMM-97072924,899,22
BCMM-97072924,1001,15
ACXS-56511429,509,16
ACXS-56511429,250,21
ACXS-56511429,979,30
ACXS-56511429,714,26
ACXS-56511429,534,10
ACXS-56511429,1646,40
ACXS-56511429,646,18
ACXS-56511429,477,16
TEQC-69150549,1389,20
TEQC-69150549,758,42
TEQC-69150549,363,2
TEQC-69150549,1304,2
TEQC-69150549,876,12
TEQC-69150549,236,10
TEQC-69150549,776,8
TEQC-69150549,17,44
TEQC-69150549,1393,16
TEQC-69150549,566,18
TEQC-69150549,354,19
OUZC-40584330,17,18
OUZC-40584330,1586,6
OUZC-40584330,1189,5
OUZC-40584330,1248,4
OUZC-40584330,1599,2
OUZC-40584330,561,16
OUZC-40584330,607,10
OUZC-40584330,1668,1
OUZC-40584330,1304,1
