order_id,product_id,quantity
UTOE-17222777,999,20
UTOE-17222777,401,16
UTOE-17222777,1459,36
UTOE-17222777,1388,36
UTOE-17222777,1113,10
UTOE-17222777,65,13
UTOE-17222777,1564,19
UTOE-17222777,651,20
UTOE-17222777,791,19
UTOE-17222777,365,4
UTOE-17222777,1495,20
UTOE-17222777,1002,19
UTOE-17222777,1611,2
UTOE-17222777,1649,32
UTOE-17222777,1236,9
UTOE-17222777,1373,18
VAFA-87429627,304,19
VAFA-87429627,768,11
VAFA-87429627,1506,5
VAFA-87429627,62,6
VAFA-87429627,931,40
VAFA-87429627,1544,30
VAFA-87429627,1378,26
VAFA-87429627,559,36
VAFA-87429627,601,14
VAFA-87429627,922,40
VAFA-87429627,1404,30
VAFA-87429627,990,26
VAFA-87429627,21,44
VAFA-87429627,895,15
VAFA-87429627,1219,42
VAFA-87429627,1428,11
VAFA-87429627,1618,10
VAFA-87429627,1135,9
VAFA-87429627,1482,40
VAFA-87429627,25,42
NJRR-32066947,540,15
NJRR-32066947,557,18
NJRR-32066947,941,19
NJRR-32066947,269,20
NJRR-32066947,643,22
NJRR-32066947,889,9
NJRR-32066947,644,18
NJRR-32066947,578,11
NJRR-32066947,1638,15
NJRR-32066947,1433,2
NJRR-32066947,1613,9
NJRR-32066947,838,6
SPRV-17760986,1062,4
SPRV-17760986,750,10
SPRV-17760986,1262,9
SPRV-17760986,361,22
SPRV-17760986,1633,14
SPRV-17760986,498,18
SPRV-17760986,1065,9
SPRV-17760986,143,13
OSTL-36241420,707,10
OSTL-36241420,54,18
OSTL-36241420,1359,12
OSTL-36241420,1545,34
OSTL-36241420,667,19
OSTL-36241420,1421,22
OSTL-36241420,540,16
OSTL-36241420,762,5
OSTL-36241420,1577,3
OSTL-36241420,457,26
OSTL-36241420,1630,14
OSTL-36241420,603,22
OSTL-36241420,1001,22
OSTL-36241420,1674,13
OSTL-36241420,19,20
OSTL-36241420,498,8
OSTL-36241420,277,28
OSTL-36241420,291,20
DABV-10773972,546,20
DABV-10773972,1598,2
DABV-10773972,1122,6
DABV-10773972,1674,12
DABV-10773972,519,28
DABV-10773972,1380,20
DABV-10773972,829,7
DABV-10773972,542,16
DABV-10773972,423,22
DABV-10773972,830,6
DABV-10773972,84,6
DABV-10773972,385,44
DABV-10773972,572,18
DABV-10773972,518,19
DABV-10773972,762,5
DABV-10773972,242,36
DABV-10773972,1475,11
DABV-10773972,627,20
QYZK-30462944,493,8
QYZK-30462944,1383,42
QYZK-30462944,553,32
QYZK-30462944,611,11
QYZK-30462944,765,17
QYZK-30462944,1056,3
QYZK-30462944,435,38
QYZK-30462944,1467,16
QYZK-30462944,107,5
QYZK-30462944,1481,42
QYZK-30462944,1536,10
QYZK-30462944,1531,17
QYZK-30462944,863,12
QYZK-30462944,418,9
UUZR-48309816,841,14
UUZR-48309816,817,12
UUZR-48309816,1621,7
UUZR-48309816,1644,5
UUZR-48309816,336,4
UUZR-48309816,1553,10
UUZR-48309816,387,9
UUZR-48309816,96,44
UUZR-48309816,103,14
UUZR-48309816,1469,34
UUZR-48309816,553,28
UUZR-48309816,1676,14
UUZR-48309816,421,36
UUZR-48309816,118,18
UUZR-48309816,804,21
UUZR-48309816,593,13
