order_id,product_id,quantity
YQDE-00869611,452,12
YQDE-00869611,1364,15
YQDE-00869611,924,18
YQDE-00869611,575,10
YQDE-00869611,1652,20
YQDE-00869611,1280,21
YQDE-00869611,477,9
YQDE-00869611,489,10
YQDE-00869611,1382,18
YQDE-00869611,595,21
YQDE-00869611,1601,8
YQDE-00869611,1247,15
YQDE-00869611,876,9
YQDE-00869611,1458,36
YQDE-00869611,759,22
JPGU-60667022,1271,26
JPGU-60667022,1485,3
JPGU-60667022,787,10
JPGU-60667022,11,42
JPGU-60667022,1621,9
JPGU-60667022,1659,26
JPGU-60667022,80,34
JPGU-60667022,1400,20
CYBP-94873737,819,17
CYBP-94873737,1186,9
CYBP-94873737,1188,24
CYBP-94873737,579,7
CYBP-94873737,642,42
CYBP-94873737,755,38
CYBP-94873737,1654,20
CYBP-94873737,870,18
CYBP-94873737,1196,21
CYBP-94873737,496,10
CYBP-94873737,1626,15
CYBP-94873737,1195,18
CYBP-94873737,1591,32
CYBP-94873737,1548,16
CYBP-94873737,1649,36
CYBP-94873737,625,18
CYBP-94873737,764,6
