order_id,product_id,quantity
JNTL-73286907,985,5
JNTL-73286907,241,8
JNTL-73286907,1642,16
JNTL-73286907,1319,16
JNTL-73286907,1401,4
JNTL-73286907,554,8
JNTL-73286907,975,16
JNTL-73286907,1263,5
JNTL-73286907,815,9
HZOY-16521265,505,44
HZOY-16521265,871,4
HZOY-16521265,1655,10
HZOY-16521265,1638,11
HZOY-16521265,1547,22
HZOY-16521265,1499,18
HZOY-16521265,219,40
HZOY-16521265,756,26
HZOY-16521265,693,28
HZOY-16521265,555,24
HZOY-16521265,640,30
HZOY-16521265,620,40
HZOY-16521265,1379,22
HZOY-16521265,543,18
HZOY-16521265,1393,38
HZOY-16521265,870,17
HZOY-16521265,359,16
