order_id,product_id,quantity
MQYN-06322379,593,13
MQYN-06322379,1353,10
MQYN-06322379,920,20
MQYN-06322379,322,26
MQYN-06322379,768,13
MQYN-06322379,1546,24
MQYN-06322379,447,13
MQYN-06322379,642,24
HAVL-15145115,612,13
HAVL-15145115,645,22
HAVL-15145115,635,16
HAVL-15145115,1635,19
HAVL-15145115,279,38
HAVL-15145115,1098,10
HAVL-15145115,584,13
HAVL-15145115,1212,14
HAVL-15145115,633,18
HAVL-15145115,549,12
HAVL-15145115,870,21
HAVL-15145115,1619,5
HAVL-15145115,653,12
HAVL-15145115,1367,10
HAVL-15145115,201,14
HAVL-15145115,1675,9
HAVL-15145115,523,42
CILW-72991031,595,14
CILW-72991031,599,10
CILW-72991031,447,14
CILW-72991031,1389,36
CILW-72991031,788,13
CILW-72991031,1011,12
CILW-72991031,1236,9
CILW-72991031,1069,4
CILW-72991031,812,30
CILW-72991031,1252,18
CILW-72991031,971,21
