order_id,product_id,quantity
MVMO-52640608,1571,3
MVMO-52640608,920,38
MVMO-52640608,486,17
MVMO-52640608,776,21
MVMO-52640608,1469,18
MVMO-52640608,1644,4
MVMO-52640608,303,12
MVMO-52640608,642,36
MVMO-52640608,620,44
MVMO-52640608,1491,18
MVMO-52640608,1648,44
MVMO-52640608,1531,14
MVMO-52640608,463,5
GOAG-06199149,328,21
GOAG-06199149,329,13
GOAG-06199149,636,17
GOAG-06199149,1104,30
GOAG-06199149,929,44
GOAG-06199149,462,13
GOAG-06199149,639,16
GOAG-06199149,454,36
GOAG-06199149,1625,15
GOAG-06199149,372,14
GOAG-06199149,559,34
GOAG-06199149,145,11
GOAG-06199149,723,40
GOAG-06199149,601,20
GOAG-06199149,561,36
GOAG-06199149,1610,2
GOAG-06199149,974,30
GOAG-06199149,283,42
GOAG-06199149,615,22
GOAG-06199149,1532,9
