order_id,product_id,quantity
OUYQ-12119532,20,32
OUYQ-12119532,1606,3
OUYQ-12119532,1276,28
OUYQ-12119532,60,17
OUYQ-12119532,479,14
OUYQ-12119532,1319,44
OUYQ-12119532,1285,20
OUYQ-12119532,248,3
OUYQ-12119532,625,26
OUYQ-12119532,523,22
OUYQ-12119532,1237,13
OUYQ-12119532,1373,17
OUYQ-12119532,119,15
OUYQ-12119532,669,22
OUYQ-12119532,875,8
OUYQ-12119532,315,44
JIIH-91282615,1001,14
JIIH-91282615,981,21
JIIH-91282615,494,9
JIIH-91282615,38,3
JIIH-91282615,550,16
JIIH-91282615,107,2
JIIH-91282615,1636,18
JIIH-91282615,1581,3
JIIH-91282615,1465,8
JIIH-91282615,1458,30
JIIH-91282615,649,9
JIIH-91282615,634,16
JIIH-91282615,917,16
JIIH-91282615,643,16
JIIH-91282615,602,21
PQJN-44837594,501,19
PQJN-44837594,27,36
PQJN-44837594,759,40
PQJN-44837594,444,3
PQJN-44837594,307,10
PQJN-44837594,1246,21
PQJN-44837594,1637,22
PQJN-44837594,1469,22
PQJN-44837594,895,10
PQJN-44837594,382,20
PQJN-44837594,1525,14
PQJN-44837594,827,9
PQJN-44837594,799,13
PQJN-44837594,301,21
PQJN-44837594,1621,4
PQJN-44837594,1213,20
PQJN-44837594,372,19
DOFR-35408106,668,7
DOFR-35408106,228,2
DOFR-35408106,1354,5
DOFR-35408106,722,14
DOFR-35408106,614,7
DOFR-35408106,563,10
DOFR-35408106,903,4
DOFR-35408106,865,2
