order_id,product_id,quantity
XMDB-22354051,862,4
XMDB-22354051,1438,26
XMDB-22354051,479,9
XMDB-22354051,465,5
XMDB-22354051,1254,20
XMDB-22354051,977,30
XMDB-22354051,1262,17
XMDB-22354051,1072,5
XMDB-22354051,756,34
XMDB-22354051,1586,22
XMDB-22354051,1384,28
XMDB-22354051,807,38
XMDB-22354051,376,36
XMDB-22354051,1476,7
XMDB-22354051,1049,20
XMDB-22354051,1256,11
XMDB-22354051,474,16
XMDB-22354051,1234,22
XMDB-22354051,1566,22
ABID-18767701,780,20
ABID-18767701,509,40
ABID-18767701,673,40
ABID-18767701,634,20
ABID-18767701,72,30
ABID-18767701,942,17
ABID-18767701,557,30
ABID-18767701,832,38
ABID-18767701,1250,11
ABID-18767701,766,22
ABID-18767701,569,28
ABID-18767701,644,26
ABID-18767701,555,26
