order_id,product_id,quantity
KNEL-20868575,1548,10
KNEL-20868575,589,9
KNEL-20868575,1382,42
KNEL-20868575,1041,13
KNEL-20868575,792,15
KNEL-20868575,266,16
KNEL-20868575,504,16
KNEL-20868575,485,20
KNEL-20868575,1355,19
KNEL-20868575,1389,40
KGCE-55953361,333,10
KGCE-55953361,634,13
KGCE-55953361,997,32
KGCE-55953361,523,38
KGCE-55953361,1247,9
KGCE-55953361,784,16
KGCE-55953361,1173,44
KGCE-55953361,469,14
KGCE-55953361,616,15
KGCE-55953361,385,32
KGCE-55953361,935,30
KGCE-55953361,474,22
KGCE-55953361,533,20
KGCE-55953361,1656,21
KGCE-55953361,258,13
KGCE-55953361,584,21
KGCE-55953361,462,20
