order_id,product_id,quantity
LWBY-39574274,1001,12
LWBY-39574274,373,20
LWBY-39574274,916,11
LWBY-39574274,1498,16
LWBY-39574274,895,8
LWBY-39574274,553,26
LWBY-39574274,34,36
LWBY-39574274,270,26
LWBY-39574274,784,9
LWBY-39574274,480,20
LWBY-39574274,606,18
LWBY-39574274,776,12
GAVM-06068589,1359,11
GAVM-06068589,328,15
GAVM-06068589,1381,26
GAVM-06068589,790,18
GAVM-06068589,1588,20
GAVM-06068589,18,42
GAVM-06068589,282,22
GAVM-06068589,810,16
GAVM-06068589,1200,5
NKMG-86961679,617,26
NKMG-86961679,1259,9
NKMG-86961679,867,2
NKMG-86961679,600,15
NKMG-86961679,1068,16
NKMG-86961679,1564,13
NKMG-86961679,658,38
NKMG-86961679,934,32
NKMG-86961679,758,26
NKMG-86961679,307,18
NKMG-86961679,524,26
NKMG-86961679,1447,5
NKMG-86961679,754,15
STRC-25701540,1544,28
STRC-25701540,80,40
STRC-25701540,1105,30
STRC-25701540,341,3
STRC-25701540,766,10
STRC-25701540,1457,17
STRC-25701540,241,20
STRC-25701540,276,36
STRC-25701540,68,12
STRC-25701540,898,19
STRC-25701540,1625,15
STRC-25701540,1393,16
STRC-25701540,758,28
STRC-25701540,322,42
STRC-25701540,977,28
STRC-25701540,118,20
STRC-25701540,752,22
STRC-25701540,951,5
STRC-25701540,1662,8
STRC-25701540,1423,13
