id,name,price
36,"Anthem, AVM 70",2580.03
40,"Arcam, AV860",3400.64
41,"Arcam, AVR30",3600.85
205,"Denon, AVC-X8500H",3600.95
206,"Denon, AVC-X6700H",2225.5
337,"Emotiva, RMC-1",2075.77
338,"Emotiva, XMC-1",1260.94
339,"Emotiva, XMC-2",1680.89
443,"Heco, Aura 1000",1008.97
444,"Heco, Aura 2000",1230.22
834,"Lexicon, MC-10",2580.67
835,"Lexicon, MC-8",1700.13
853,"Magnat, MP 1000",850.67
854,"Magnat, MP 2000",935.34
945,"Marantz, AV7706",2075.72
946,"Marantz, AV8805",3780.37
1014,"NAD, T 778",2640.51
1028,"Onkyo, TX-NR797",1700.87
1029,"Onkyo, PR-RZ5100",2150.28
1030,"Onkyo, TX-NR575E",510.81
1031,"Onkyo, TX-NR595",672.86
1032,"Onkyo, TX-NR696",1056.93
1304,"Rotel, RSP-1572",1335.93
1305,"Rotel, RSP-1576MKII",2460.46
1571,"Yamaha, CX-A5200",2321.38
1572,"Yamaha, CX-A5100",1620.13
1573,"Yamaha, CX-A5200BL",2670.74
