order_id,product_id,quantity
STST-54109804,457,20
STST-54109804,532,10
STST-54109804,1662,11
STST-54109804,551,11
STST-54109804,1479,15
STST-54109804,911,32
STST-54109804,212,4
STST-54109804,1665,42
STST-54109804,384,40
STST-54109804,282,44
STST-54109804,596,9
STST-54109804,485,18
STST-54109804,509,44
STST-54109804,486,19
GYWO-89404567,405,19
GYWO-89404567,316,44
GYWO-89404567,1543,18
GYWO-89404567,1595,44
GYWO-89404567,1350,17
GYWO-89404567,164,16
GYWO-89404567,431,34
GYWO-89404567,228,5
GYWO-89404567,508,44
GYWO-89404567,287,19
GYWO-89404567,1630,18
GYWO-89404567,1541,16
