id,name,price
62,"Bang & Olufsen, Beosound 1",1602.93
88,"Bose, Wave Music System IV",801.08
89,"Bose, Wave SoundTouch IV",516.14
231,"Denon, DCD-1600NE",738.59
232,"Denon, DCD-600NE",328.51
233,"Denon, DCD-800NE",534.13
234,"Denon, DNP-800NE",574.22
472,"Heco, Concerto 5000",2075.38
473,"Heco, Concerto 3000",1720.72
578,"JBL, Horizon 2",112.83
579,"JBL, Playlist",129.97
580,"JBL, PartyBox 300",440.53
827,"LG, CM4590",164.24
828,"LG, CK43",205.84
829,"LG, CK99",415.61
830,"LG, CL65",336.23
873,"Magnat, MC 200",492.8
874,"Magnat, MC 300",539.61
961,"Marantz, M-CR612",595.36
962,"Marantz, NA6006",664.64
1050,"Onkyo, CS-375",258.07
1062,"Panasonic, SC-UX100",97.35
1063,"Panasonic, SC-TMAX10",356.4
1064,"Panasonic, SC-UA30",225.2
1072,"Philips, FX10",83.66
1073,"Philips, FX50",132.25
1074,"Philips, FX80",176.3
1122,"Pioneer, X-CM56B",173.94
1123,"Pioneer, DJ DDJ-400",223.27
1124,"Pioneer, X-CM66D",218.07
1125,"Pioneer, X-HM76",404.93
1126,"Pioneer, X-HM86D",498.44
1127,"Pioneer, X-PM32",249.61
1395,"Sharp, XL-BH250",113.26
1450,"Sony, CMT-SBT100",128.46
1451,"Sony, LBT-GPX555",664.64
1452,"Sony, GTK-PG10",223.34
1453,"Sony, MHC-V13",258.45
1454,"Sony, SHAKE-X30D",522.65
1614,"Yamaha, MCR-N470",567.19
1615,"Yamaha, PSR-SX900",1290.14
1616,"Yamaha, MCR-B043BL",205.72
1617,"Yamaha, PSR-E273",170.01
1618,"Yamaha, PSR-E373",261.35
1619,"Yamaha, PSR-EW310",328.94
1620,"Yamaha, PSR-SX600",664.57
1621,"Yamaha, PSR-SX700",890.9
