order_id,product_id,quantity
SGZF-32450218,1458,38
SGZF-32450218,785,18
SGZF-32450218,874,10
SGZF-32450218,447,17
SGZF-32450218,1569,18
SGZF-32450218,487,16
SGZF-32450218,499,20
SGZF-32450218,561,44
SGZF-32450218,832,36
SGZF-32450218,1076,20
SGZF-32450218,80,36
SGZF-32450218,865,9
SGZF-32450218,642,22
SGZF-32450218,805,9
SGZF-32450218,505,16
SGZF-32450218,992,40
SGZF-32450218,726,22
SGZF-32450218,127,5
PDVE-54703812,583,8
PDVE-54703812,616,15
PDVE-54703812,759,20
PDVE-54703812,183,22
PDVE-54703812,434,40
PDVE-54703812,448,8
PDVE-54703812,511,12
PDVE-54703812,1438,34
