order_id,product_id,quantity
GYTK-45256974,790,14
GYTK-45256974,550,15
GYTK-45256974,1646,32
GYTK-45256974,1442,32
GYTK-45256974,1500,16
GYTK-45256974,569,20
GYTK-45256974,1128,21
GYTK-45256974,304,12
GYTK-45256974,55,32
GYTK-45256974,61,13
GYTK-45256974,448,13
GYTK-45256974,672,40
UETB-44283966,494,17
UETB-44283966,1541,14
UETB-44283966,756,44
UETB-44283966,891,14
UETB-44283966,487,20
UETB-44283966,1543,34
UETB-44283966,1193,21
UETB-44283966,512,16
UETB-44283966,1285,9
UETB-44283966,617,44
UETB-44283966,1623,9
UETB-44283966,750,16
UETB-44283966,354,18
UETB-44283966,447,18
JUGG-73806170,898,10
JUGG-73806170,1401,12
JUGG-73806170,658,12
JUGG-73806170,1255,8
JDDH-90010417,414,16
JDDH-90010417,29,20
JDDH-90010417,632,16
JDDH-90010417,821,20
JDDH-90010417,492,22
JDDH-90010417,602,16
JDDH-90010417,1431,4
JDDH-90010417,240,21
JDDH-90010417,342,2
JDDH-90010417,421,38
JDDH-90010417,553,38
JDDH-90010417,486,10
JDDH-90010417,1667,44
JDDH-90010417,1607,4
JDDH-90010417,644,34
JDDH-90010417,65,15
JDDH-90010417,1276,22
