order_id,product_id,quantity
OFTC-18078865,934,28
OFTC-18078865,891,12
OFTC-18078865,559,26
OFTC-18078865,1510,14
OFTC-18078865,231,9
OFTC-18078865,400,16
OFTC-18078865,1616,5
OFTC-18078865,1271,30
OFTC-18078865,1643,20
OFTC-18078865,1549,13
OFTC-18078865,189,30
OFTC-18078865,1584,3
OFTC-18078865,800,15
OFTC-18078865,1641,30
OFTC-18078865,977,42
OFTC-18078865,1368,15
OFTC-18078865,1113,9
OFTC-18078865,208,4
OFTC-18078865,1596,24
YYLS-02926898,1457,17
YYLS-02926898,582,13
YYLS-02926898,630,20
YYLS-02926898,821,24
YYLS-02926898,621,18
YYLS-02926898,301,8
YYLS-02926898,935,24
YYLS-02926898,61,16
YYLS-02926898,548,14
YYLS-02926898,1459,44
YYLS-02926898,1667,32
YYLS-02926898,841,9
YYLS-02926898,986,16
YYLS-02926898,366,4
NXMY-65800106,533,15
NXMY-65800106,802,21
NXMY-65800106,218,38
NXMY-65800106,635,11
NXMY-65800106,72,24
NXMY-65800106,92,28
NXMY-65800106,302,13
NXMY-65800106,1487,11
NXMY-65800106,1231,12
NXMY-65800106,1544,28
NXMY-65800106,818,16
