order_id,product_id,quantity
CLBQ-63032648,291,12
CLBQ-63032648,786,13
CLBQ-63032648,984,4
CLBQ-63032648,1337,22
CLBQ-63032648,531,14
CLBQ-63032648,57,13
CLBQ-63032648,505,40
CLBQ-63032648,1399,12
CLBQ-63032648,1603,3
CLBQ-63032648,607,14
CLBQ-63032648,632,19
CLBQ-63032648,990,30
CLBQ-63032648,533,9
NBIO-35476164,1459,20
NBIO-35476164,557,16
NBIO-35476164,988,13
NBIO-35476164,483,18
NBIO-35476164,673,28
NBIO-35476164,49,19
NBIO-35476164,1561,38
NBIO-35476164,648,16
NBIO-35476164,1128,9
NBIO-35476164,74,21
NBIO-35476164,437,34
NBIO-35476164,612,9
NBIO-35476164,1467,36
NBIO-35476164,423,42
JEIF-69283221,593,9
JEIF-69283221,1598,2
JEIF-69283221,423,30
JEIF-69283221,180,13
JEIF-69283221,1652,9
JEIF-69283221,494,11
JEIF-69283221,361,16
JEIF-69283221,468,8
JEIF-69283221,463,8
JEIF-69283221,38,3
JEIF-69283221,934,24
JEIF-69283221,992,36
JEIF-69283221,589,11
JEIF-69283221,1326,24
JEIF-69283221,112,3
JQQO-28609300,62,4
JQQO-28609300,1140,13
JQQO-28609300,582,21
JQQO-28609300,499,9
JQQO-28609300,1516,26
JQQO-28609300,790,13
JQQO-28609300,438,22
JQQO-28609300,1525,11
JQQO-28609300,672,24
JQQO-28609300,42,5
JQQO-28609300,575,7
JQQO-28609300,620,44
JQQO-28609300,445,2
JQQO-28609300,563,44
JQQO-28609300,538,7
TPUG-43829634,607,11
TPUG-43829634,1048,4
TPUG-43829634,461,19
TPUG-43829634,1172,22
TPUG-43829634,1658,18
TPUG-43829634,415,36
TPUG-43829634,225,6
TPUG-43829634,1601,5
TPUG-43829634,594,21
TPUG-43829634,1652,22
