order_id,product_id,quantity
EMIN-80054025,1076,30
EMIN-80054025,451,8
EMIN-80054025,254,9
EMIN-80054025,709,9
EMIN-80054025,649,10
EMIN-80054025,329,18
EMIN-80054025,839,7
EMIN-80054025,445,4
EMIN-80054025,872,5
EMIN-80054025,1435,32
EMIN-80054025,511,14
EMIN-80054025,752,22
KPGS-05947387,804,16
KPGS-05947387,49,13
KPGS-05947387,359,38
KPGS-05947387,22,42
KPGS-05947387,1600,7
KPGS-05947387,381,40
KPGS-05947387,315,36
KPGS-05947387,1201,4
KPGS-05947387,620,28
KPGS-05947387,393,4
KPGS-05947387,528,17
KPGS-05947387,688,18
KPGS-05947387,583,11
KPGS-05947387,745,9
KPGS-05947387,1207,4
KPGS-05947387,517,16
KPGS-05947387,1004,10
