order_id,product_id,quantity
JCSF-02321504,1049,10
JCSF-02321504,428,34
JCSF-02321504,570,16
JCSF-02321504,817,17
JCSF-02321504,848,19
JCSF-02321504,1497,26
JCSF-02321504,116,19
JCSF-02321504,553,24
JCSF-02321504,496,21
JCSF-02321504,968,10
JCSF-02321504,632,16
JCSF-02321504,1208,4
JCSF-02321504,1055,38
JCSF-02321504,325,21
JCSF-02321504,564,18
JCSF-02321504,25,36
JCSF-02321504,1341,14
JCSF-02321504,1626,9
JCSF-02321504,1298,18
OJLT-64037711,1577,5
OJLT-64037711,1247,21
OJLT-64037711,940,9
OJLT-64037711,802,11
OJLT-64037711,647,38
OJLT-64037711,462,16
OJLT-64037711,261,8
OJLT-64037711,773,11
OJLT-64037711,513,15
OJLT-64037711,1380,44
OJLT-64037711,239,38
OJLT-64037711,617,22
OJLT-64037711,569,32
OJLT-64037711,132,17
OJLT-64037711,1303,17
OJLT-64037711,117,20
OJLT-64037711,491,14
OJLT-64037711,586,8
NMJD-06672695,1069,2
NMJD-06672695,682,14
NMJD-06672695,994,22
NMJD-06672695,1671,2
NMJD-06672695,499,5
NMJD-06672695,700,8
NMJD-06672695,558,24
NMJD-06672695,1506,5
NMJD-06672695,11,8
UNHM-22133768,27,28
UNHM-22133768,1353,16
UNHM-22133768,421,34
UNHM-22133768,474,12
UNHM-22133768,1468,24
UNHM-22133768,1024,3
UNHM-22133768,900,19
UNHM-22133768,48,12
