order_id,product_id,quantity
PVEY-15099285,1244,19
PVEY-15099285,1630,16
PVEY-15099285,1591,36
PVEY-15099285,1667,20
PVEY-15099285,673,30
PVEY-15099285,1445,10
PVEY-15099285,1631,21
PVEY-15099285,1346,11
PVEY-15099285,911,28
PVEY-15099285,910,44
PVEY-15099285,512,17
HREJ-84748257,649,21
HREJ-84748257,496,8
HREJ-84748257,48,13
HREJ-84748257,528,19
HREJ-84748257,1011,10
HREJ-84748257,1165,12
HREJ-84748257,782,11
HREJ-84748257,1236,22
HREJ-84748257,1005,8
HREJ-84748257,1250,14
HREJ-84748257,434,24
HREJ-84748257,1672,4
HREJ-84748257,254,11
HREJ-84748257,1595,22
HREJ-84748257,929,22
HREJ-84748257,762,10
HREJ-84748257,597,17
