order_id,product_id,quantity
YRJP-49303044,573,9
YRJP-49303044,4,15
YRJP-49303044,643,44
YRJP-49303044,1411,10
YRJP-49303044,1135,21
YRJP-49303044,1259,9
YRJP-49303044,929,26
YRJP-49303044,911,18
YRJP-49303044,1567,34
NVUE-00742732,1599,5
NVUE-00742732,1410,9
NVUE-00742732,450,20
NVUE-00742732,929,22
NVUE-00742732,272,22
NVUE-00742732,758,24
NVUE-00742732,1434,42
NVUE-00742732,372,8
NVUE-00742732,1531,21
NVUE-00742732,1361,18
KLAO-73252270,404,18
KLAO-73252270,671,42
KLAO-73252270,483,18
KLAO-73252270,583,17
KLAO-73252270,688,40
KLAO-73252270,533,18
KLAO-73252270,494,21
KLAO-73252270,606,14
FSEW-17069410,643,22
FSEW-17069410,312,7
FSEW-17069410,1247,6
FSEW-17069410,1271,14
FSEW-17069410,57,12
FSEW-17069410,1593,22
FSEW-17069410,1439,16
FSEW-17069410,1496,2
FSEW-17069410,462,8
FSEW-17069410,812,14
