id,name,price
42,"Audio-Technica, AT-LP60X",86.68
43,"Audio-Technica, AT-LP120XUSB",255.56
44,"Audio-Technica, AT-LP5X",492.99
122,"Clearaudio, Concept",1494.34
128,"Crosley, Cruiser Deluxe",62.89
222,"Denon, DP-29F",164.05
223,"Denon, DP-300F",336.24
224,"Denon, DP-450USB",492.58
348,"Fluance, RT80",212.94
349,"Fluance, RT81",258.7
386,"Harman Kardon, T60",1720.24
459,"Heco, Spin 500",312.01
460,"Heco, Spin 900",516.09
861,"Magnat, TT 900",496.84
862,"Magnat, TT 990",504.25
954,"Marantz, TT-15S1",1260.92
955,"Marantz, TT42P",332.81
1012,"Music Hall, MMF-2.3",391.64
1040,"Onkyo, CP-1050",420.31
1109,"Pioneer, PL-30-K",335.99
1110,"Pioneer, PLX-1000",581.84
1111,"Pioneer, PLX-500",287.83
1200,"Pro-Ject, Debut Carbon Evo",504.08
1201,"Pro-Ject, Debut Carbon DC",324.51
1202,"Pro-Ject, Essential III",340.91
1288,"Rega, Planar 3",779.23
1289,"Rega, Planar 1",374.23
1290,"Rega, Planar 2",522.37
1443,"Sony, PS-LX310BT",174.5
1444,"Sony, PS-HX500",445.59
1484,"Technics, SL-1500C",972.75
1485,"Thorens, TD-170-1",567.74
1496,"U-Turn Audio, Orbit Basic",212.77
1502,"Victrola, Vintage 3-Speed",45.53
1597,"Yamaha, MusicCast VINYL 500",609.87
1598,"Yamaha, MusicCast Vinyl 500",616.4
