order_id,product_id,quantity
DDXJ-12021177,755,34
DDXJ-12021177,659,17
DDXJ-12021177,1192,18
DDXJ-12021177,623,18
DDXJ-12021177,894,8
DDXJ-12021177,1038,19
DDXJ-12021177,445,4
DDXJ-12021177,294,8
DDXJ-12021177,1138,20
DDXJ-12021177,382,44
DDXJ-12021177,536,18
DDXJ-12021177,1328,24
DDXJ-12021177,1140,18
DDXJ-12021177,1591,18
DDXJ-12021177,909,3
DDXJ-12021177,304,16
DDXJ-12021177,1201,4
DDXJ-12021177,619,34
DDXJ-12021177,1676,17
DDXJ-12021177,587,21
GAFV-15191915,630,13
GAFV-15191915,1596,24
GAFV-15191915,1337,12
GAFV-15191915,1631,19
GAFV-15191915,1242,22
GAFV-15191915,585,16
GAFV-15191915,1532,22
GAFV-15191915,355,17
GAFV-15191915,1253,16
