order_id,product_id,quantity
ZVIS-81883295,1183,12
ZVIS-81883295,1471,14
ZVIS-81883295,294,15
ZVIS-81883295,108,3
ZVIS-81883295,572,36
ZVIS-81883295,1592,16
ZVIS-81883295,1605,3
ZVIS-81883295,644,16
ZVIS-81883295,549,18
ZVIS-81883295,504,44
ZVIS-81883295,578,5
UFIS-06899020,461,10
UFIS-06899020,1667,44
UFIS-06899020,1329,28
UFIS-06899020,52,19
UFIS-06899020,889,8
UFIS-06899020,457,36
UFIS-06899020,1641,22
UFIS-06899020,1051,19
UFIS-06899020,270,38
UFIS-06899020,1499,18
RRRR-92638732,745,7
RRRR-92638732,578,4
RRRR-92638732,507,2
RRRR-92638732,572,24
RRRR-92638732,408,34
RRRR-92638732,35,36
RRRR-92638732,1196,9
RRRR-92638732,575,5
RRRR-92638732,1472,21
RRRR-92638732,775,12
RRRR-92638732,740,19
RRRR-92638732,457,34
RRRR-92638732,1482,22
RRRR-92638732,802,13
