order_id,product_id,quantity
ZJUH-01969851,458,34
ZJUH-01969851,1328,16
ZJUH-01969851,648,17
ZJUH-01969851,1462,13
ZJUH-01969851,310,11
ZJUH-01969851,474,20
ZJUH-01969851,129,4
ZJUH-01969851,268,40
ZJUH-01969851,225,5
ZJUH-01969851,669,18
ZJUH-01969851,1293,18
ZJUH-01969851,1656,13
CYJY-07359557,1249,20
CYJY-07359557,1609,2
CYJY-07359557,1416,16
CYJY-07359557,233,6
CYJY-07359557,1054,30
CYJY-07359557,487,18
CYJY-07359557,624,42
CYJY-07359557,1459,38
CYJY-07359557,1075,32
CYJY-07359557,791,22
CYJY-07359557,428,34
CYJY-07359557,572,24
CYJY-07359557,457,32
RSBH-94158604,403,19
RSBH-94158604,1158,18
RSBH-94158604,891,22
RSBH-94158604,138,30
RSBH-94158604,640,36
RSBH-94158604,531,10
RSBH-94158604,1586,11
RSBH-94158604,583,18
RSBH-94158604,619,36
RSBH-94158604,1357,9
RSBH-94158604,434,30
RSBH-94158604,1549,17
RSBH-94158604,790,19
RSBH-94158604,853,2
RSBH-94158604,57,19
RSBH-94158604,1636,16
RSBH-94158604,1567,18
RSBH-94158604,1566,22
RSBH-94158604,600,17
