order_id,product_id,quantity
IECD-18739530,291,12
IECD-18739530,786,13
IECD-18739530,984,4
IECD-18739530,1337,22
IECD-18739530,531,14
IECD-18739530,57,13
IECD-18739530,505,40
IECD-18739530,1399,12
IECD-18739530,1603,3
IECD-18739530,607,14
IECD-18739530,632,19
IECD-18739530,990,30
IECD-18739530,533,9
NFML-87752700,1459,20
NFML-87752700,557,16
NFML-87752700,988,13
NFML-87752700,483,18
NFML-87752700,673,28
NFML-87752700,49,19
NFML-87752700,1561,38
NFML-87752700,648,16
NFML-87752700,1128,9
NFML-87752700,74,21
NFML-87752700,437,34
NFML-87752700,612,9
NFML-87752700,1467,36
NFML-87752700,423,42
EPBF-14743479,593,9
EPBF-14743479,1598,2
EPBF-14743479,423,30
EPBF-14743479,180,13
EPBF-14743479,1652,9
EPBF-14743479,494,11
EPBF-14743479,361,16
EPBF-14743479,468,8
EPBF-14743479,463,8
EPBF-14743479,38,3
EPBF-14743479,934,24
EPBF-14743479,992,36
EPBF-14743479,589,11
EPBF-14743479,1326,24
EPBF-14743479,112,3
OWZC-14247946,62,4
OWZC-14247946,1140,13
OWZC-14247946,582,21
OWZC-14247946,499,9
OWZC-14247946,1516,26
OWZC-14247946,790,13
OWZC-14247946,438,22
OWZC-14247946,1525,11
OWZC-14247946,672,24
OWZC-14247946,42,5
OWZC-14247946,575,7
OWZC-14247946,620,44
OWZC-14247946,445,2
OWZC-14247946,563,44
OWZC-14247946,538,7
QWFX-23426905,1493,12
QWFX-23426905,546,4
QWFX-23426905,1023,10
QWFX-23426905,919,12
QWFX-23426905,1320,18
WXGQ-76876720,359,40
WXGQ-76876720,568,20
WXGQ-76876720,403,11
WXGQ-76876720,1293,11
WXGQ-76876720,57,17
WXGQ-76876720,1524,20
WXGQ-76876720,145,20
WXGQ-76876720,92,28
WXGQ-76876720,1650,13
BGHE-44722549,696,9
BGHE-44722549,596,9
BGHE-44722549,416,36
BGHE-44722549,807,28
BGHE-44722549,750,16
BGHE-44722549,1659,26
BGHE-44722549,1306,4
BGHE-44722549,296,21
