order_id,product_id,quantity
WLQM-00859888,1472,20
WLQM-00859888,740,19
WLQM-00859888,1591,18
WLQM-00859888,329,22
WLQM-00859888,1366,9
WLQM-00859888,634,20
WLQM-00859888,436,26
WLQM-00859888,1049,9
WLQM-00859888,1415,30
WLQM-00859888,559,20
WLQM-00859888,1656,18
WLQM-00859888,786,12
WLQM-00859888,508,24
WLQM-00859888,990,36
WLQM-00859888,1675,18
AIFE-49456074,361,32
AIFE-49456074,1060,11
AIFE-49456074,1402,21
AIFE-49456074,1654,15
AIFE-49456074,1637,8
AIFE-49456074,895,15
AIFE-49456074,1265,14
AIFE-49456074,1509,18
AIFE-49456074,75,21
AIFE-49456074,624,26
AIFE-49456074,902,11
AIFE-49456074,1394,44
AIFE-49456074,899,20
AIFE-49456074,743,8
AIFE-49456074,551,10
AIFE-49456074,1315,28
AIFE-49456074,607,13
AIFE-49456074,789,13
AIFE-49456074,623,24
