order_id,product_id,quantity
GZNF-14106597,910,28
GZNF-14106597,548,13
GZNF-14106597,180,22
GZNF-14106597,519,34
GZNF-14106597,500,11
GZNF-14106597,65,18
GZNF-14106597,563,36
GZNF-14106597,498,15
GZNF-14106597,789,11
GZNF-14106597,1379,34
GZNF-14106597,903,14
GZNF-14106597,1621,7
GZNF-14106597,619,42
GZNF-14106597,1236,8
GZNF-14106597,508,18
GZNF-14106597,90,14
GZNF-14106597,299,20
YJZY-35073792,467,6
YJZY-35073792,1380,42
YJZY-35073792,939,10
YJZY-35073792,1121,2
YJZY-35073792,762,7
YJZY-35073792,777,19
YJZY-35073792,1523,16
YJZY-35073792,1234,15
YJZY-35073792,581,9
YJZY-35073792,1011,11
YJZY-35073792,677,32
YJZY-35073792,215,16
YJZY-35073792,640,16
YJZY-35073792,1434,26
YJZY-35073792,700,12
YJZY-35073792,979,36
YJZY-35073792,1512,12
NPGR-63620510,950,3
NPGR-63620510,992,44
NPGR-63620510,1646,18
NPGR-63620510,342,4
NPGR-63620510,630,22
NPGR-63620510,996,42
NPGR-63620510,1625,10
NPGR-63620510,1631,21
NPGR-63620510,1532,10
NPGR-63620510,236,21
NPGR-63620510,1064,5
NPGR-63620510,216,9
NPGR-63620510,670,28
NPGR-63620510,1031,3
NPGR-63620510,1102,20
PUNY-63984866,570,28
PUNY-63984866,765,22
PUNY-63984866,926,24
PUNY-63984866,35,32
PUNY-63984866,644,30
PUNY-63984866,1641,36
PUNY-63984866,1627,20
PUNY-63984866,1622,17
PUNY-63984866,636,10
PUNY-63984866,18,18
PUNY-63984866,1300,20
PUNY-63984866,877,15
PUNY-63984866,1208,5
PUNY-63984866,1620,5
PUNY-63984866,280,44
PUNY-63984866,1645,32
PUNY-63984866,616,13
PUNY-63984866,805,12
PUNY-63984866,303,21
PUNY-63984866,1414,42
