order_id,product_id,quantity
WNMY-98871151,1249,20
WNMY-98871151,1609,2
WNMY-98871151,1416,16
WNMY-98871151,233,6
WNMY-98871151,1054,30
WNMY-98871151,487,18
WNMY-98871151,624,42
WNMY-98871151,1459,38
WNMY-98871151,1075,32
WNMY-98871151,791,22
WNMY-98871151,428,34
WNMY-98871151,572,24
WNMY-98871151,457,32
AUZX-12706022,403,19
AUZX-12706022,1158,18
AUZX-12706022,891,22
AUZX-12706022,138,30
AUZX-12706022,640,36
AUZX-12706022,531,10
AUZX-12706022,1586,11
AUZX-12706022,583,18
AUZX-12706022,619,36
AUZX-12706022,1357,9
AUZX-12706022,434,30
AUZX-12706022,1549,17
AUZX-12706022,790,19
AUZX-12706022,853,2
AUZX-12706022,57,19
AUZX-12706022,1636,16
AUZX-12706022,1567,18
AUZX-12706022,1566,22
AUZX-12706022,600,17
MVCT-47197855,1309,5
MVCT-47197855,1225,5
MVCT-47197855,1248,21
MVCT-47197855,448,17
MVCT-47197855,1445,8
MVCT-47197855,635,8
MVCT-47197855,567,28
MVCT-47197855,1136,13
MVCT-47197855,117,17
MVCT-47197855,894,17
MVCT-47197855,841,11
MVCT-47197855,593,11
MVCT-47197855,1064,6
MVCT-47197855,886,15
MVCT-47197855,1613,7
MVCT-47197855,728,16
MVCT-47197855,315,42
MVCT-47197855,870,14
