order_id,product_id,quantity
DUZU-13102052,546,13
DUZU-13102052,1348,20
DUZU-13102052,991,22
DUZU-13102052,595,13
DUZU-13102052,970,8
DUZU-13102052,950,5
DUZU-13102052,594,14
DUZU-13102052,22,18
DUZU-13102052,374,20
DUZU-13102052,1632,13
DUZU-13102052,162,22
DUZU-13102052,1656,13
DUZU-13102052,642,32
DUZU-13102052,1664,22
NXEB-21130782,508,30
NXEB-21130782,591,9
NXEB-21130782,215,9
NXEB-21130782,769,12
NXEB-21130782,333,17
NXEB-21130782,12,5
NXEB-21130782,990,24
NXEB-21130782,483,10
NXEB-21130782,315,28
NXEB-21130782,651,15
NXEB-21130782,1404,32
NXEB-21130782,1067,8
NXEB-21130782,416,16
