order_id,product_id,quantity
MFPO-39782740,1627,14
MFPO-39782740,1264,13
MFPO-39782740,1332,34
MFPO-39782740,498,12
MFPO-39782740,1545,32
MFPO-39782740,1481,36
MFPO-39782740,457,24
MFPO-39782740,1600,6
MFPO-39782740,452,20
MFPO-39782740,428,28
ZJJH-01862404,1642,18
ZJJH-01862404,532,8
ZJJH-01862404,1544,32
ZJJH-01862404,1238,13
ZJJH-01862404,1515,44
ZJJH-01862404,620,28
ZJJH-01862404,564,28
ZJJH-01862404,265,30
ZJJH-01862404,1019,5
ZJJH-01862404,1530,17
ZJJH-01862404,1068,10
ZJJH-01862404,520,6
ZJJH-01862404,1675,22
ZJJH-01862404,54,44
ZJJH-01862404,1410,6
ZJJH-01862404,429,24
ZJJH-01862404,780,9
ZJJH-01862404,1329,20
ZJJH-01862404,512,12
ILJU-21848255,1431,2
ILJU-21848255,587,11
ILJU-21848255,525,3
ILJU-21848255,447,12
ILJU-21848255,773,17
ILJU-21848255,241,40
ILJU-21848255,685,16
ILJU-21848255,1075,42
ILJU-21848255,151,13
ILJU-21848255,1574,2
ILJU-21848255,458,44
ILJU-21848255,504,24
ILJU-21848255,543,22
ILJU-21848255,1476,8
ILJU-21848255,492,9
ILJU-21848255,1664,42
