order_id,product_id,quantity
JYFR-24003014,1361,18
JYFR-24003014,975,24
JYFR-24003014,15,14
JYFR-24003014,312,20
JYFR-24003014,241,26
JYFR-24003014,1377,18
JYFR-24003014,643,30
JYFR-24003014,360,40
JYFR-24003014,522,28
JYFR-24003014,1654,12
JYFR-24003014,888,22
JYFR-24003014,506,4
JYFR-24003014,1505,30
SJLT-90000672,609,10
SJLT-90000672,310,10
SJLT-90000672,1356,16
SJLT-90000672,589,18
SJLT-90000672,557,44
SJLT-90000672,1445,6
SJLT-90000672,1558,34
SJLT-90000672,775,12
SJLT-90000672,1196,16
SJLT-90000672,757,44
SJLT-90000672,495,14
SJLT-90000672,785,19
SJLT-90000672,564,16
SJLT-90000672,1218,30
SJLT-90000672,1328,24
SJLT-90000672,875,11
