order_id,product_id,quantity
PKRP-48987326,755,18
PKRP-48987326,261,7
PKRP-48987326,648,8
PKRP-48987326,805,6
PKRP-48987326,510,9
PKRP-48987326,606,10
PKRP-48987326,583,6
PKRP-48987326,522,16
HJUU-27621138,919,32
HJUU-27621138,1357,17
HJUU-27621138,70,22
HJUU-27621138,648,10
HJUU-27621138,373,11
HJUU-27621138,237,14
HJUU-27621138,1519,4
HJUU-27621138,476,19
HJUU-27621138,968,9
HJUU-27621138,564,40
HJUU-27621138,744,21
HJUU-27621138,467,5
HJUU-27621138,647,16
HJUU-27621138,1622,10
HJUU-27621138,746,5
HJUU-27621138,359,32
HJUU-27621138,1241,10
HJUU-27621138,519,16
RBJM-84525757,1548,22
RBJM-84525757,591,22
RBJM-84525757,10,28
RBJM-84525757,198,4
RBJM-84525757,219,30
RBJM-84525757,279,44
RBJM-84525757,1302,12
RBJM-84525757,1596,40
RBJM-84525757,1036,2
RBJM-84525757,666,21
RBJM-84525757,469,16
RBJM-84525757,1645,16
RBJM-84525757,900,17
RBJM-84525757,1188,28
RBJM-84525757,792,15
RBJM-84525757,1383,42
RBJM-84525757,23,18
