order_id,product_id,quantity
NLSJ-24436750,790,14
NLSJ-24436750,550,15
NLSJ-24436750,1646,32
NLSJ-24436750,1442,32
NLSJ-24436750,1500,16
NLSJ-24436750,569,20
NLSJ-24436750,1128,21
NLSJ-24436750,304,12
NLSJ-24436750,55,32
NLSJ-24436750,61,13
NLSJ-24436750,448,13
NLSJ-24436750,672,40
BBFJ-27674101,494,17
BBFJ-27674101,1541,14
BBFJ-27674101,756,44
BBFJ-27674101,891,14
BBFJ-27674101,487,20
BBFJ-27674101,1543,34
BBFJ-27674101,1193,21
BBFJ-27674101,512,16
BBFJ-27674101,1285,9
BBFJ-27674101,617,44
BBFJ-27674101,1623,9
BBFJ-27674101,750,16
BBFJ-27674101,354,18
BBFJ-27674101,447,18
GHGB-88045656,898,10
GHGB-88045656,1401,12
GHGB-88045656,658,12
GHGB-88045656,1255,8
