order_id,product_id,quantity
TMDN-03262100,215,18
TMDN-03262100,1072,4
TMDN-03262100,846,20
TMDN-03262100,612,21
TMDN-03262100,352,16
TMDN-03262100,239,16
TMDN-03262100,1134,20
TMDN-03262100,397,12
TMDN-03262100,1655,9
TMDN-03262100,495,13
TMDN-03262100,772,16
TMDN-03262100,564,38
TMDN-03262100,653,9
TMDN-03262100,563,32
TMDN-03262100,1102,26
TMDN-03262100,982,2
TMDN-03262100,1643,16
BCZE-85666525,1161,16
BCZE-85666525,765,17
BCZE-85666525,1053,26
BCZE-85666525,217,24
BCZE-85666525,241,36
BCZE-85666525,1268,13
BCZE-85666525,307,21
BCZE-85666525,57,19
BCZE-85666525,308,17
BCZE-85666525,1011,20
BCZE-85666525,777,17
BCZE-85666525,566,18
BCZE-85666525,1069,3
BCZE-85666525,387,8
BCZE-85666525,627,24
BCZE-85666525,888,11
BCZE-85666525,843,9
BCZE-85666525,235,21
BCZE-85666525,1231,17
BCZE-85666525,1599,10
MTYJ-06859576,573,4
MTYJ-06859576,1666,30
MTYJ-06859576,1566,20
MTYJ-06859576,593,22
MTYJ-06859576,513,17
MTYJ-06859576,360,24
MTYJ-06859576,1531,9
MTYJ-06859576,1526,10
MTYJ-06859576,1673,18
MTYJ-06859576,623,42
MTYJ-06859576,1510,13
MTYJ-06859576,219,32
MTYJ-06859576,619,26
MTYJ-06859576,875,8
MTYJ-06859576,618,44
