order_id,product_id,quantity
KBEJ-06296115,448,10
KBEJ-06296115,740,13
KBEJ-06296115,1627,22
KBEJ-06296115,569,28
KBEJ-06296115,386,5
KBEJ-06296115,532,21
KBEJ-06296115,492,10
KBEJ-06296115,930,30
KBEJ-06296115,162,19
KBEJ-06296115,242,44
KBEJ-06296115,233,6
KBEJ-06296115,1100,30
KBEJ-06296115,649,17
KBEJ-06296115,667,12
KBEJ-06296115,1369,10
ZBFQ-34865401,350,22
ZBFQ-34865401,1671,3
ZBFQ-34865401,765,18
ZBFQ-34865401,547,11
ZBFQ-34865401,1638,22
ZBFQ-34865401,589,11
ZBFQ-34865401,588,11
ZBFQ-34865401,1282,8
ZBFQ-34865401,1599,4
ZBFQ-34865401,435,38
ZBFQ-34865401,824,4
ZBFQ-34865401,1641,44
ZBFQ-34865401,294,13
ZBFQ-34865401,929,32
ZBFQ-34865401,1651,22
NONM-22962144,1594,30
NONM-22962144,780,13
NONM-22962144,1549,18
NONM-22962144,1591,20
NONM-22962144,1639,16
NONM-22962144,976,20
NONM-22962144,244,36
NONM-22962144,1363,9
NONM-22962144,1467,32
NONM-22962144,553,32
NONM-22962144,543,12
NONM-22962144,1521,9
NONM-22962144,180,22
NONM-22962144,1147,8
NONM-22962144,514,22
NONM-22962144,379,16
NONM-22962144,306,22
NONM-22962144,135,9
NONM-22962144,258,14
NONM-22962144,992,34
SQHG-89314806,553,40
SQHG-89314806,1001,22
SQHG-89314806,1423,12
SQHG-89314806,1319,30
SQHG-89314806,1670,3
SQHG-89314806,607,18
SQHG-89314806,1479,20
SQHG-89314806,78,42
SQHG-89314806,653,15
SQHG-89314806,134,18
SQHG-89314806,360,44
SQHG-89314806,798,12
SQHG-89314806,1337,9
SQHG-89314806,461,18
SQHG-89314806,1332,38
SQHG-89314806,492,11
SQHG-89314806,777,16
SQHG-89314806,202,13
SQHG-89314806,374,30
LOIF-61240616,559,26
LOIF-61240616,1532,12
LOIF-61240616,219,28
LOIF-61240616,1466,16
LOIF-61240616,269,16
LOIF-61240616,1383,44
LOIF-61240616,499,14
LOIF-61240616,1319,26
LOIF-61240616,1381,28
LOIF-61240616,648,9
LOIF-61240616,502,10
LOIF-61240616,596,19
SJEF-89681922,1303,19
SJEF-89681922,556,34
SJEF-89681922,1029,5
SJEF-89681922,1355,8
SJEF-89681922,543,9
SJEF-89681922,1590,18
SJEF-89681922,578,9
SJEF-89681922,315,36
SJEF-89681922,330,14
SJEF-89681922,294,10
SJEF-89681922,922,18
SJEF-89681922,1591,22
SJEF-89681922,264,16
SJEF-89681922,802,16
SJEF-89681922,1651,11
SJEF-89681922,1650,19
SJEF-89681922,568,34
SJEF-89681922,1588,21
