order_id,product_id,quantity
DBND-68924378,282,24
DBND-68924378,639,16
DBND-68924378,1193,22
DBND-68924378,777,12
DBND-68924378,24,30
DBND-68924378,828,7
DBND-68924378,586,10
DBND-68924378,425,32
DBND-68924378,1008,13
DBND-68924378,466,3
DBND-68924378,866,6
DBND-68924378,1420,38
DBND-68924378,1666,30
DBND-68924378,1158,34
DBND-68924378,1634,14
DBND-68924378,570,28
DBND-68924378,1539,19
DBND-68924378,521,10
DBND-68924378,1378,40
XAPS-31530293,474,17
XAPS-31530293,1235,9
XAPS-31530293,1156,20
XAPS-31530293,1052,21
XAPS-31530293,536,11
XAPS-31530293,1378,24
XAPS-31530293,276,44
XAPS-31530293,1047,4
XAPS-31530293,1550,16
XAPS-31530293,513,18
SBUH-50177972,1273,28
SBUH-50177972,1363,8
SBUH-50177972,583,22
SBUH-50177972,1359,20
SBUH-50177972,378,32
SBUH-50177972,909,2
SBUH-50177972,1332,30
SBUH-50177972,929,18
SBUH-50177972,1281,16
SBUH-50177972,756,24
SBUH-50177972,1652,8
SBUH-50177972,832,40
SBUH-50177972,640,18
