order_id,product_id,quantity
MOIW-03448563,1629,16
MOIW-03448563,11,18
MOIW-03448563,21,32
MOIW-03448563,1222,11
MOIW-03448563,456,22
MOIW-03448563,1532,11
MOIW-03448563,985,10
MOIW-03448563,624,32
MOIW-03448563,940,10
MOIW-03448563,1543,38
MOIW-03448563,643,24
MOIW-03448563,791,20
MOIW-03448563,1547,38
MOIW-03448563,1329,24
MOIW-03448563,1552,22
IMDE-82000970,555,28
IMDE-82000970,1387,44
IMDE-82000970,1128,20
IMDE-82000970,1590,26
IMDE-82000970,1256,8
IMDE-82000970,1631,22
IMDE-82000970,561,34
IMDE-82000970,893,10
