order_id,product_id,quantity
GPQZ-93548050,673,44
GPQZ-93548050,992,44
GPQZ-93548050,487,22
GPQZ-93548050,930,24
GPQZ-93548050,666,8
GPQZ-93548050,501,11
GPQZ-93548050,376,44
GPQZ-93548050,527,13
GPQZ-93548050,586,8
GPQZ-93548050,287,19
GPQZ-93548050,583,18
GPQZ-93548050,1370,17
GPQZ-93548050,1102,36
GPQZ-93548050,1618,11
GPQZ-93548050,1465,22
GPQZ-93548050,189,40
GPQZ-93548050,1675,21
GPQZ-93548050,844,14
OSWP-49868418,509,16
OSWP-49868418,1548,19
OSWP-49868418,1590,32
OSWP-49868418,750,15
OSWP-49868418,363,3
OSWP-49868418,1062,10
OSWP-49868418,789,8
OSWP-49868418,1423,21
OSWP-49868418,1637,19
OSWP-49868418,423,26
OSWP-49868418,1346,16
OSWP-49868418,48,11
OSWP-49868418,1212,22
OSWP-49868418,648,11
OSWP-49868418,505,18
OSWP-49868418,641,20
OSWP-49868418,382,40
