order_id,product_id,quantity
BVSB-04653579,1071,2
BVSB-04653579,23,36
BVSB-04653579,123,18
BVSB-04653579,1187,17
BVSB-04653579,542,18
BVSB-04653579,1497,16
BVSB-04653579,816,9
BVSB-04653579,79,42
BVSB-04653579,1238,22
BVSB-04653579,1362,22
BVSB-04653579,107,4
BVSB-04653579,464,6
BVSB-04653579,1263,9
BVSB-04653579,977,40
BVSB-04653579,1550,20
UHJG-73205112,283,44
UHJG-73205112,1173,44
UHJG-73205112,154,21
UHJG-73205112,857,18
UHJG-73205112,1658,40
UHJG-73205112,233,9
UHJG-73205112,231,6
UHJG-73205112,638,17
UHJG-73205112,1645,16
UHJG-73205112,347,21
UHJG-73205112,259,16
UHJG-73205112,1302,8
UHJG-73205112,278,28
EEIC-62451551,1655,8
EEIC-62451551,798,11
EEIC-62451551,1068,8
EEIC-62451551,1416,26
EEIC-62451551,630,22
EEIC-62451551,1534,21
EEIC-62451551,1367,15
EEIC-62451551,1099,20
EEIC-62451551,1190,14
EEIC-62451551,197,10
EEIC-62451551,236,19
EEIC-62451551,628,30
EEIC-62451551,1612,3
EEIC-62451551,1300,8
EEIC-62451551,39,26
EEIC-62451551,229,5
EEIC-62451551,995,14
EEIC-62451551,1275,32
