order_id,product_id,quantity
SXYF-81419327,1009,17
SXYF-81419327,581,10
SXYF-81419327,1260,12
SXYF-81419327,499,19
SXYF-81419327,627,26
SXYF-81419327,500,16
SXYF-81419327,565,20
SXYF-81419327,1381,22
SXYF-81419327,236,17
SXYF-81419327,567,44
SXYF-81419327,756,28
SXYF-81419327,239,42
SXYF-81419327,763,5
SXYF-81419327,1428,18
SXYF-81419327,536,8
SXYF-81419327,556,24
SXYF-81419327,863,9
SXYF-81419327,559,36
SXYF-81419327,1449,7
SXYF-81419327,1076,42
UJNB-37647762,587,9
UJNB-37647762,534,18
UJNB-37647762,424,22
UJNB-37647762,404,17
UJNB-37647762,816,19
UJNB-37647762,1655,13
UJNB-37647762,875,14
UJNB-37647762,1030,3
UJNB-37647762,167,17
UJNB-37647762,269,24
UJNB-37647762,815,11
UJNB-37647762,90,21
UJNB-37647762,34,26
