order_id,product_id,quantity
VDAI-15150210,271,42
VDAI-15150210,1115,3
VDAI-15150210,234,10
VDAI-15150210,414,38
VDAI-15150210,563,38
VDAI-15150210,1210,11
VDAI-15150210,643,42
VDAI-15150210,522,16
VDAI-15150210,477,21
ISCA-05851239,803,15
ISCA-05851239,452,13
ISCA-05851239,411,28
ISCA-05851239,567,40
ISCA-05851239,279,34
ISCA-05851239,447,8
ISCA-05851239,649,11
ISCA-05851239,1007,18
ISCA-05851239,1458,24
ISCA-05851239,1137,18
ISCA-05851239,533,15
ISCA-05851239,528,16
ISCA-05851239,550,13
ISCA-05851239,1482,28
